tax_path,kingdom,phylum,class,order,family,genus,species,n_pos_conn,n_neg_conn,group,Label,Middle_depth,N_reads
"123353:s__JAFGLK01 sp016928125:""species""	123352:g__JAFGLK01:""genus""	8932:f__UBA1429:""family""	8931:o__UBA1429:""order""	942:c__Anaerolineae:""class""	37:p__Chloroflexota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Chloroflexota,Anaerolineae,UBA1429,UBA1429,JAFGLK01,JAFGLK01 sp016928125,1,1,Present since Middle Ages,HB_01,102.0,60
"135430:s__Sphingopyxis sp017745175:""species""	23296:g__Sphingopyxis:""genus""	1413:f__Sphingomonadaceae:""family""	1412:o__Sphingomonadales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp017745175,1,1,Present since Middle Ages,HB_01,102.0,58
"200116:s__Mycobacterium vaccae:""species""	37343:g__Mycobacterium_B:""genus""	37342:f__Mycobacteriaceae:""family""	37341:o__Mycobacteriales:""order""	37340:c__Actinomycetia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium vaccae,1,1,Present since Middle Ages,HB_01,102.0,146
"219655:s__Pedococcus cremeus:""species""	198603:g__Pedococcus:""genus""	4036:f__Dermatophilaceae:""family""	542:o__Actinomycetales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Dermatophilaceae,Pedococcus,Pedococcus cremeus,1,1,Present since Middle Ages,HB_01,102.0,85
"219756:s__Thermopolyspora flexuosa:""species""	69971:g__Thermopolyspora:""genus""	902:f__Streptosporangiaceae:""family""	901:o__Streptosporangiales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermopolyspora,Thermopolyspora flexuosa,1,3,Present since Middle Ages,HB_01,102.0,105
"242925:s__Actinoplanes atraurantiacus:""species""	40206:g__Actinoplanes:""genus""	40205:f__Micromonosporaceae_B:""family""	37341:o__Mycobacteriales:""order""	37340:c__Actinomycetia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Actinoplanes,Actinoplanes atraurantiacus,1,1,Present since Middle Ages,HB_01,102.0,57
"84162:s__SLTB01 sp007694905:""species""	82942:g__SLTB01:""genus""	2142:f__HTCC2089:""family""	103:o__Pseudomonadales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,SLTB01,SLTB01 sp007694905,1,0,Present since Middle Ages,HB_29,122.0,55
"100746:s__JABFXA01 sp013361955:""species""	100745:g__JABFXA01:""genus""	6453:f__Nocardioidaceae:""family""	345:o__Propionibacteriales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,JABFXA01,JABFXA01 sp013361955,1,1,Present since Middle Ages,HB_29,122.0,53
"173851:s__CAIXPS01 sp903873965:""species""	173850:g__CAIXPS01:""genus""	76206:f__J036:""family""	1154:o__Thermoflexales:""order""	942:c__Anaerolineae:""class""	37:p__Chloroflexota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Chloroflexota,Anaerolineae,Thermoflexales,J036,CAIXPS01,CAIXPS01 sp903873965,1,0,Present since Middle Ages,HB_29,122.0,80
"196493:s__Nitrosomonas communis:""species""	8973:g__Nitrosomonas:""genus""	8972:f__Nitrosomonadaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas communis,1,0,Present since Middle Ages,HB_29,122.0,72
"200116:s__Mycobacterium vaccae:""species""	37343:g__Mycobacterium_B:""genus""	37342:f__Mycobacteriaceae:""family""	37341:o__Mycobacteriales:""order""	37340:c__Actinomycetia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium vaccae,1,1,Present since Middle Ages,HB_29,122.0,69
"215526:s__Sphingobium algorifonticola:""species""	6088:g__Sphingobium:""genus""	1413:f__Sphingomonadaceae:""family""	1412:o__Sphingomonadales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium algorifonticola,1,0,Present since Middle Ages,HB_29,122.0,51
"219655:s__Pedococcus cremeus:""species""	198603:g__Pedococcus:""genus""	4036:f__Dermatophilaceae:""family""	542:o__Actinomycetales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Dermatophilaceae,Pedococcus,Pedococcus cremeus,1,1,Present since Middle Ages,HB_29,122.0,64
"219756:s__Thermopolyspora flexuosa:""species""	69971:g__Thermopolyspora:""genus""	902:f__Streptosporangiaceae:""family""	901:o__Streptosporangiales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermopolyspora,Thermopolyspora flexuosa,1,3,Present since Middle Ages,HB_29,122.0,77
"225239:s__Clostridium_AD estertheticum_A:""species""	14812:g__Clostridium_AD:""genus""	3270:f__Clostridiaceae:""family""	3269:o__Clostridiales:""order""	118:c__Clostridia:""class""	117:p__Firmicutes_A:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_AD estertheticum_A,1,0,Present since Middle Ages,HB_29,122.0,147
"228483:s__Nonomuraea soli:""species""	100780:g__Nonomuraea:""genus""	902:f__Streptosporangiaceae:""family""	901:o__Streptosporangiales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea soli,1,0,Present since Middle Ages,HB_29,122.0,60
"234341:s__Thiorhodovibrio winogradskyi:""species""	186935:g__Thiorhodovibrio:""genus""	1278:f__Chromatiaceae:""family""	776:o__Chromatiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,Thiorhodovibrio winogradskyi,1,1,Present since Middle Ages,HB_29,122.0,51
"42754:s__Methanosarcina horonobensis:""species""	3204:g__Methanosarcina:""genus""	404:f__Methanosarcinaceae:""family""	403:o__Methanosarcinales:""order""	402:c__Methanosarcinia_B:""class""	44:p__Halobacterota:""phylum""	14:k__Archaea:""kingdom""	13:l__Archaea:""lineage""	12:d__Archaea:""superkingdom""	1:root:""no rank""",Archaea,Halobacterota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina horonobensis,1,1,Present since Middle Ages,HB_30,152.0,62
"75086:s__QNBT01 sp003644205:""species""	75085:g__QNBT01:""genus""	49763:f__Anaerohalosphaeraceae:""family""	42481:o__Sedimentisphaerales:""order""	1359:c__Phycisphaerae:""class""	556:p__Planctomycetota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,QNBT01,QNBT01 sp003644205,1,0,Present since Middle Ages,HB_30,152.0,51
"88322:s__UBA6055 sp009840575:""species""	3878:g__UBA6055:""genus""	3877:f__A4b_B:""family""	3876:o__SBR1031:""order""	942:c__Anaerolineae:""class""	37:p__Chloroflexota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Chloroflexota,Anaerolineae,SBR1031,A4b,UBA6055,UBA6055 sp009840575,1,1,Present since Middle Ages,HB_30,152.0,52
"94252:s__Tabrizicola sp012036325:""species""	13022:g__Tabrizicola:""genus""	440:f__Rhodobacteraceae:""family""	439:o__Rhodobacterales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,Tabrizicola sp012036325,1,2,Present since Middle Ages,HB_30,152.0,77
"100746:s__JABFXA01 sp013361955:""species""	100745:g__JABFXA01:""genus""	6453:f__Nocardioidaceae:""family""	345:o__Propionibacteriales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,JABFXA01,JABFXA01 sp013361955,1,1,Present since Middle Ages,HB_30,152.0,64
"103267:s__Sphingomonas sp013822915:""species""	11683:g__Sphingomonas:""genus""	1413:f__Sphingomonadaceae:""family""	1412:o__Sphingomonadales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp013822915,1,1,Present since Middle Ages,HB_30,152.0,53
"187886:s__Polaromonas sp000282655:""species""	11759:g__Polaromonas:""genus""	110:f__Burkholderiaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,Polaromonas sp000282655,1,1,Present since Middle Ages,HB_30,152.0,105
"190987:s__Pseudonocardia spinosispora:""species""	30005:g__Pseudonocardia:""genus""	6458:f__Pseudonocardiaceae_A:""family""	1812:o__Corynebacteriales:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia spinosispora,1,1,Present since Middle Ages,HB_30,152.0,59
"198347:s__Agrobacterium sp001422245:""species""	10796:g__Agrobacterium:""genus""	277:f__Rhizobiaceae:""family""	276:o__Rhizobiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium sp001422245,1,4,Present since Middle Ages,HB_30,152.0,65
"200116:s__Mycobacterium vaccae:""species""	37343:g__Mycobacterium_B:""genus""	37342:f__Mycobacteriaceae:""family""	37341:o__Mycobacteriales:""order""	37340:c__Actinomycetia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium vaccae,1,1,Present since Middle Ages,HB_30,152.0,82
"219655:s__Pedococcus cremeus:""species""	198603:g__Pedococcus:""genus""	4036:f__Dermatophilaceae:""family""	542:o__Actinomycetales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Dermatophilaceae,Pedococcus,Pedococcus cremeus,1,1,Present since Middle Ages,HB_30,152.0,98
"234341:s__Thiorhodovibrio winogradskyi:""species""	186935:g__Thiorhodovibrio:""genus""	1278:f__Chromatiaceae:""family""	776:o__Chromatiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,Thiorhodovibrio winogradskyi,1,1,Present since Middle Ages,HB_30,152.0,61
"243213:s__Nonomuraea parvosata:""species""	100780:g__Nonomuraea:""genus""	902:f__Streptosporangiaceae:""family""	901:o__Streptosporangiales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea parvosata,1,2,Present since Middle Ages,HB_30,152.0,71
"66809:s__Palsa-661 sp003131945:""species""	66808:g__Palsa-661:""genus""	12033:f__UBA8190:""family""	3398:o__Acidimicrobiales:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA8190,Palsa-661,Palsa-661 sp003131945,1,1,Present since Middle Ages,HB_31,182.0,57
"99028:s__Casp-alpha2 sp013204265:""species""	4161:g__Casp-alpha2:""genus""	3980:f__Casp-alpha2:""family""	2175:o__Rhodospirillales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,Casp-alpha2 sp013204265,1,2,Present since Middle Ages,HB_31,182.0,55
"100746:s__JABFXA01 sp013361955:""species""	100745:g__JABFXA01:""genus""	6453:f__Nocardioidaceae:""family""	345:o__Propionibacteriales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,JABFXA01,JABFXA01 sp013361955,1,1,Present since Middle Ages,HB_31,182.0,94
"103267:s__Sphingomonas sp013822915:""species""	11683:g__Sphingomonas:""genus""	1413:f__Sphingomonadaceae:""family""	1412:o__Sphingomonadales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp013822915,1,1,Present since Middle Ages,HB_31,182.0,57
"123353:s__JAFGLK01 sp016928125:""species""	123352:g__JAFGLK01:""genus""	8932:f__UBA1429:""family""	8931:o__UBA1429:""order""	942:c__Anaerolineae:""class""	37:p__Chloroflexota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Chloroflexota,Anaerolineae,UBA1429,UBA1429,JAFGLK01,JAFGLK01 sp016928125,1,1,Present since Middle Ages,HB_31,182.0,80
"173851:s__CAIXPS01 sp903873965:""species""	173850:g__CAIXPS01:""genus""	76206:f__J036:""family""	1154:o__Thermoflexales:""order""	942:c__Anaerolineae:""class""	37:p__Chloroflexota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Chloroflexota,Anaerolineae,Thermoflexales,J036,CAIXPS01,CAIXPS01 sp903873965,1,0,Present since Middle Ages,HB_31,182.0,84
"200116:s__Mycobacterium vaccae:""species""	37343:g__Mycobacterium_B:""genus""	37342:f__Mycobacteriaceae:""family""	37341:o__Mycobacteriales:""order""	37340:c__Actinomycetia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium vaccae,1,1,Present since Middle Ages,HB_31,182.0,67
"219655:s__Pedococcus cremeus:""species""	198603:g__Pedococcus:""genus""	4036:f__Dermatophilaceae:""family""	542:o__Actinomycetales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Dermatophilaceae,Pedococcus,Pedococcus cremeus,1,1,Present since Middle Ages,HB_31,182.0,120
"225239:s__Clostridium_AD estertheticum_A:""species""	14812:g__Clostridium_AD:""genus""	3270:f__Clostridiaceae:""family""	3269:o__Clostridiales:""order""	118:c__Clostridia:""class""	117:p__Firmicutes_A:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_AD estertheticum_A,1,0,Present since Middle Ages,HB_31,182.0,189
"234341:s__Thiorhodovibrio winogradskyi:""species""	186935:g__Thiorhodovibrio:""genus""	1278:f__Chromatiaceae:""family""	776:o__Chromatiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,Thiorhodovibrio winogradskyi,1,1,Present since Middle Ages,HB_31,182.0,57
"66809:s__Palsa-661 sp003131945:""species""	66808:g__Palsa-661:""genus""	12033:f__UBA8190:""family""	3398:o__Acidimicrobiales:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,UBA8190,Palsa-661,Palsa-661 sp003131945,1,1,Present since Middle Ages,HB_32,209.0,56
"94252:s__Tabrizicola sp012036325:""species""	13022:g__Tabrizicola:""genus""	440:f__Rhodobacteraceae:""family""	439:o__Rhodobacterales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,Tabrizicola sp012036325,1,2,Present since Middle Ages,HB_32,209.0,68
"100746:s__JABFXA01 sp013361955:""species""	100745:g__JABFXA01:""genus""	6453:f__Nocardioidaceae:""family""	345:o__Propionibacteriales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,JABFXA01,JABFXA01 sp013361955,1,1,Present since Middle Ages,HB_32,209.0,67
"103267:s__Sphingomonas sp013822915:""species""	11683:g__Sphingomonas:""genus""	1413:f__Sphingomonadaceae:""family""	1412:o__Sphingomonadales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp013822915,1,1,Present since Middle Ages,HB_32,209.0,57
"123965:s__VGBK01 sp016932695:""species""	122451:g__VGBK01:""genus""	18708:f__UBA11373:""family""	7381:o__UBA5794:""order""	681:c__Acidimicrobiia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA11373,VGBK01,VGBK01 sp016932695,1,0,Present since Middle Ages,HB_32,209.0,385
"174631:s__Aquabacterium sp903894125:""species""	15000:g__Aquabacterium:""genus""	110:f__Burkholderiaceae_A:""family""	81:o__Betaproteobacteriales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,Aquabacterium sp903894125,1,0,Present since Middle Ages,HB_32,209.0,379
"190987:s__Pseudonocardia spinosispora:""species""	30005:g__Pseudonocardia:""genus""	6458:f__Pseudonocardiaceae_A:""family""	1812:o__Corynebacteriales:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia spinosispora,1,1,Present since Middle Ages,HB_32,209.0,61
"194266:s__Agrobacterium rubi:""species""	10796:g__Agrobacterium:""genus""	277:f__Rhizobiaceae:""family""	276:o__Rhizobiales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium rubi,1,2,Present since Middle Ages,HB_32,209.0,57
"200116:s__Mycobacterium vaccae:""species""	37343:g__Mycobacterium_B:""genus""	37342:f__Mycobacteriaceae:""family""	37341:o__Mycobacteriales:""order""	37340:c__Actinomycetia:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium vaccae,1,1,Present since Middle Ages,HB_32,209.0,56
"215526:s__Sphingobium algorifonticola:""species""	6088:g__Sphingobium:""genus""	1413:f__Sphingomonadaceae:""family""	1412:o__Sphingomonadales:""order""	164:c__Alphaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium algorifonticola,1,0,Present since Middle Ages,HB_32,209.0,157
"228483:s__Nonomuraea soli:""species""	100780:g__Nonomuraea:""genus""	902:f__Streptosporangiaceae:""family""	901:o__Streptosporangiales_A:""order""	344:c__Actinobacteria:""class""	343:p__Actinobacteriota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea soli,1,0,Present since Middle Ages,HB_32,209.0,70
"47081:s__2-01-FULL-45-10 sp001804065:""species""	322:g__2-01-FULL-45-10:""genus""	321:f__2-01-FULL-45-10_B:""family""	320:o__UBA1560_B:""order""	319:c__koll11:""class""	318:p__Omnitrophota:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Omnitrophota,koll11,UBA1560,2-01-FULL-45-10,2-01-FULL-45-10,2-01-FULL-45-10 sp001804065,1,1,Present since Middle Ages,HB_02,229.0,53
"57504:s__Thiocapsa sp002423035:""species""	57503:g__Thiocapsa:""genus""	1278:f__Chromatiaceae:""family""	776:o__Chromatiales:""order""	72:c__Gammaproteobacteria:""class""	71:p__Proteobacteria:""phylum""	4:k__Bacteria:""kingdom""	3:l__Bacteria:""lineage""	2:d__Bacteria:""superkingdom""	1:root:""no rank""",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa,Thiocapsa sp002423035,1,1,Present since Middle Ages,HB_02,229.0,85
