tax_name,tax_path,phylum,class,family,plant_growthform,plant_growthform_sim,indicated_type,tax_label
Pisum,"3887:Pisum:""genus""	163743:Fabeae:""tribe""	2233839:IRL clade:""clade""	2233838:Hologalegina:""clade""	2231382:NPAAA clade:""clade""	2231393:50 kb inversion clade:""clade""	3814:Papilionoideae:""subfamily""	3803:Fabaceae:""family""	72025:Fabales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Fabaceae,forb,forb/herb/shrub,,forb
Hyoscyamus,"4078:Hyoscyamus:""genus""	424566:Hyoscyameae:""tribe""	424551:Solanoideae:""subfamily""	4070:Solanaceae:""family""	4069:Solanales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Solanaceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Lactuca,"4235:Lactuca:""genus""	745062:Lactucinae:""subtribe""	219121:Cichorieae:""tribe""	219120:Cichorioideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Aethusa,"40953:Aethusa:""genus""	241792:Selineae:""tribe""	241780:apioid superclade:""clade""	241778:Apioideae:""subfamily""	4037:Apiaceae:""family""	364270:Apiineae:""suborder""	4036:Apiales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Apiaceae,forb,forb/herb/shrub,,forb
Echinochloa,"45618:Echinochloa:""genus""	1293363:Boivinellinae:""subtribe""	147428:Paniceae:""tribe""	1648036:Panicodae:""no rank""	147369:Panicoideae:""subfamily""	147370:PACMAD clade:""clade""	4479:Poaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Poaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Tripleurospermum,"99107:Tripleurospermum:""genus""	886730:Anthemidinae:""subtribe""	102810:Anthemideae:""tribe""	102804:Asteroideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb:herb,forb/herb/shrub,,forb:herb
Cota,"282214:Cota:""genus""	886730:Anthemidinae:""subtribe""	102810:Anthemideae:""tribe""	102804:Asteroideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb:herb,forb/herb/shrub,,forb:herb
Omalotheca,"1754163:Omalotheca:""genus""	102808:Gnaphalieae:""tribe""	102804:Asteroideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb,forb/herb/shrub,,forb
Arctium,"4216:Arctium:""genus""	2846883:Arctiinae:""subtribe""	102818:Cardueae:""tribe""	219103:Carduoideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb:herb,forb/herb/shrub,,forb:herb
Nymphaea,"4418:Nymphaea:""genus""	4410:Nymphaeaceae:""family""	261007:Nymphaeales:""order""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Nymphaeaceae,forb:herb,forb/herb/shrub,,forb:herb
Asplenium,"32071:Asplenium:""genus""	41972:Aspleniaceae:""family""	1203511:Aspleniineae:""suborder""	3268:Polypodiales:""order""	1521262:Polypodiidae:""subclass""	241806:Polypodiopsida:""class""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Polypodiopsida,Aspleniaceae,forb:herb,forb/herb/shrub,,forb:herb
Paris,"49669:Paris:""genus""	50362:Melanthiaceae:""family""	4667:Liliales:""order""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Melanthiaceae,herb,forb/herb/shrub,,herb
Hydrocharis,"55463:Hydrocharis:""genus""	26319:Hydrocharitaceae:""family""	16360:Alismatales:""order""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Hydrocharitaceae,forb:herb,forb/herb/shrub,,forb:herb
Trichophorum,"76514:Trichophorum:""genus""	986141:Scirpeae:""tribe""	986140:Cyperoideae:""subfamily""	4609:Cyperaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Cyperaceae,graminoid:herb,graminoid/herb/shrub,,graminoid:herb
Draba,"87301:Draba:""genus""	981070:Arabideae:""tribe""	3700:Brassicaceae:""family""	3699:Brassicales:""order""	91836:malvids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Brassicaceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Galeopsis,"457137:Galeopsis:""genus""	2836356:Galeopsideae:""tribe""	216703:Lamioideae:""subfamily""	4136:Lamiaceae:""family""	4143:Lamiales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Lamiaceae,forb:herb,forb/herb/shrub,,forb:herb
Dasiphora,"637889:Dasiphora:""genus""	1184124:Fragariinae:""subtribe""	721789:Potentilleae:""tribe""	171638:Rosoideae:""subfamily""	3745:Rosaceae:""family""	3744:Rosales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Rosaceae,herb:shrub,forb/herb/shrub,,herb:shrub
Lilium,"4688:Lilium:""genus""	4677:Liliaceae:""family""	4667:Liliales:""order""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Liliaceae,forb:herb,forb/herb/shrub,,forb:herb
Malva,"96479:Malva:""genus""	214907:Malvoideae:""subfamily""	3629:Malvaceae:""family""	41938:Malvales:""order""	91836:malvids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Malvaceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Hippocrepis,"118900:Hippocrepis:""genus""	163747:Loteae:""tribe""	2233857:robinioid clade:""clade""	2233838:Hologalegina:""clade""	2231382:NPAAA clade:""clade""	2231393:50 kb inversion clade:""clade""	3814:Papilionoideae:""subfamily""	3803:Fabaceae:""family""	72025:Fabales:""order""	91835:fabids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Fabaceae,forb:herb,forb/herb/shrub,,forb:herb
Tephroseris,"151998:Tephroseris:""genus""	795080:Tussilagininae:""subtribe""	102812:Senecioneae:""tribe""	102804:Asteroideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb:herb,forb/herb/shrub,,forb:herb
Marchantia,"3196:Marchantia:""genus""	29585:Marchantiaceae:""family""	28908:Marchantiales:""order""	186774:Marchantiidae:""subclass""	186770:Marchantiopsida:""class""	3195:Marchantiophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Marchantiopsida,Marchantiaceae,other,other/unclear,,other
Thlaspi,"13287:Thlaspi:""genus""	981099:Thlaspideae:""tribe""	3700:Brassicaceae:""family""	3699:Brassicales:""order""	91836:malvids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Brassicaceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Phyllostachys,"15747:Phyllostachys:""genus""	1648003:Arundinariinae:""subtribe""	1149709:Arundinarieae:""tribe""	1648034:Arundinarodae:""no rank""	147366:Bambusoideae:""subfamily""	359160:BOP clade:""clade""	4479:Poaceae:""family""	38820:Poales:""order""	4734:commelinids:""clade""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Poaceae,graminoid:shrub,graminoid/herb/shrub,,graminoid:shrub
Levisticum,"48041:Levisticum:""genus""	241795:Sinodielsia clade:""clade""	241780:apioid superclade:""clade""	241778:Apioideae:""subfamily""	4037:Apiaceae:""family""	364270:Apiineae:""suborder""	4036:Apiales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Apiaceae,herb,forb/herb/shrub,,herb
Arabis,"50451:Arabis:""genus""	981070:Arabideae:""tribe""	3700:Brassicaceae:""family""	3699:Brassicales:""order""	91836:malvids:""clade""	71275:rosids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Brassicaceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Hieracium,"102745:Hieracium:""genus""	745087:Hieraciinae:""subtribe""	219121:Cichorieae:""tribe""	219120:Cichorioideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Buglossoides,"181180:Buglossoides:""genus""	1874405:Lithospermeae:""tribe""	1874399:Boraginoideae:""subfamily""	21571:Boraginaceae:""family""	1538097:Boraginales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Boraginaceae,herb,forb/herb/shrub,,herb
Fumaria,"200992:Fumaria:""genus""	3462:Fumarioideae:""subfamily""	3465:Papaveraceae:""family""	41768:Ranunculales:""order""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Papaveraceae,forb:herb,forb/herb/shrub,,forb:herb
Minuartia,"258339:Minuartia:""genus""	1141482:Sclerantheae:""tribe""	3568:Caryophyllaceae:""family""	3524:Caryophyllales:""order""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Caryophyllaceae,forb:herb:shrub,forb/herb/shrub,,forb:herb:shrub
Anthericum,"51433:Anthericum:""genus""	703530:Agavoideae:""subfamily""	40552:Asparagaceae:""family""	73496:Asparagales:""order""	1437197:Petrosaviidae:""subclass""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asparagaceae,forb:herb,forb/herb/shrub,,forb:herb
Silybum,"92920:Silybum:""genus""	742010:Carduinae:""subtribe""	102818:Cardueae:""tribe""	219103:Carduoideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,herb,forb/herb/shrub,,herb
Ligularia,"4239:Ligularia:""genus""	795080:Tussilagininae:""subtribe""	102812:Senecioneae:""tribe""	102804:Asteroideae:""subfamily""	4210:Asteraceae:""family""	4209:Asterales:""order""	91882:campanulids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Asteraceae,forb:herb,forb/herb/shrub,,forb:herb
Nuphar,"4415:Nuphar:""genus""	4410:Nymphaeaceae:""family""	261007:Nymphaeales:""order""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Nymphaeaceae,forb:herb,forb/herb/shrub,,forb:herb
Najas,"13165:Najas:""genus""	26319:Hydrocharitaceae:""family""	16360:Alismatales:""order""	4447:Liliopsida:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Hydrocharitaceae,forb:herb,forb/herb/shrub,,forb:herb
Hyssopus,"39168:Hyssopus:""genus""	2836338:Nepetinae:""subtribe""	216718:Mentheae:""tribe""	216706:Nepetoideae:""subfamily""	4136:Lamiaceae:""family""	4143:Lamiales:""order""	91888:lamiids:""clade""	71274:asterids:""clade""	1437201:Pentapetalae:""clade""	91827:Gunneridae:""clade""	71240:eudicotyledons:""clade""	1437183:Mesangiospermae:""clade""	3398:Magnoliopsida:""class""	58024:Spermatophyta:""clade""	78536:Euphyllophyta:""clade""	58023:Tracheophyta:""clade""	3193:Embryophyta:""clade""	131221:Streptophytina:""subphylum""	35493:Streptophyta:""phylum""	33090:Viridiplantae:""kingdom""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",Streptophyta,Magnoliopsida,Lamiaceae,forb:shrub,forb/herb/shrub,,forb:shrub
